"location","cause","sex","IRadjust","CFadjust","CFAARC"
"Panama","hstroke","Male",0.8,0.8,0.97
"Panama","ihd","Female",0.9,0.9,0.98
"Panama","ihd","Male",0.85,0.8,0.98
"Panama","istroke","Female",0.95,0.9,0.97
"Panama","istroke","Male",0.85,0.75,0.97
"Papua New Guinea","hhd","Female",0.95,0.95,0.97
"Papua New Guinea","hhd","Male",0.95,0.95,1
"Papua New Guinea","hstroke","Female",0.85,0.85,0.95
"Papua New Guinea","hstroke","Male",0.9,0.9,0.97
"Papua New Guinea","ihd","Female",0.9,0.95,0.96
"Papua New Guinea","ihd","Male",0.9,0.95,0.98
"Papua New Guinea","istroke","Female",0.95,0.95,0.95
"Papua New Guinea","istroke","Male",0.95,0.8,0.97
"Paraguay","hhd","Female",0.85,0.9,1
"Paraguay","hhd","Male",0.85,0.9,1
"Paraguay","hstroke","Female",0.8,0.8,0.99
"Paraguay","hstroke","Male",0.8,0.85,0.99
"Paraguay","ihd","Female",0.85,0.9,0.98
"Paraguay","ihd","Male",0.85,0.95,0.98
"Paraguay","istroke","Female",0.85,0.85,0.96
"Paraguay","istroke","Male",0.85,0.85,0.97
"Peru","hhd","Female",0.95,0.9,1.01
"Peru","hhd","Male",0.95,0.9,1
"Peru","hstroke","Female",0.95,0.85,0.98
"Peru","hstroke","Male",0.8,0.8,0.99
"Peru","ihd","Female",0.9,0.85,0.98
"Peru","ihd","Male",0.9,0.9,0.98
"Peru","istroke","Female",0.95,0.7,0.98
"Peru","istroke","Male",0.9,0.75,0.98
"Philippines","hhd","Female",0.85,0.9,1
"Philippines","hhd","Male",0.85,0.95,1
"Philippines","hstroke","Female",0.8,0.85,0.95
"Philippines","hstroke","Male",0.8,0.85,0.96
"Philippines","ihd","Female",0.8,0.85,0.98
"Philippines","ihd","Male",0.85,0.95,0.98
"Philippines","istroke","Female",0.8,0.75,0.98
"Philippines","istroke","Male",0.85,0.85,0.97
"Poland","hhd","Female",0.8,0.85,1.02
"Poland","hhd","Male",0.8,0.9,1.02
"Poland","hstroke","Female",0.75,0.8,0.95
"Poland","hstroke","Male",0.75,0.9,0.95
"Poland","ihd","Female",0.7,0.75,0.98
"Poland","ihd","Male",0.75,0.8,0.97
"Poland","istroke","Female",0.75,0.7,0.97
"Poland","istroke","Male",0.75,0.7,0.95
"Portugal","hhd","Female",0.95,0.95,1
"Portugal","hhd","Male",0.9,0.9,1
"Portugal","hstroke","Female",0.75,0.8,0.97
"Portugal","hstroke","Male",0.7,0.8,0.98
"Portugal","ihd","Female",0.8,0.7,0.97
"Portugal","ihd","Male",0.85,0.75,0.97
"Portugal","istroke","Female",0.75,0.75,0.97
"Portugal","istroke","Male",0.75,0.7,0.96
"Qatar","hhd","Female",0.95,0.7,0.97
"Qatar","hhd","Male",0.8,0.8,0.97
"Qatar","hstroke","Female",0.95,0.7,0.95
"Qatar","hstroke","Male",0.95,0.7,0.95
"Qatar","ihd","Female",0.75,0.7,0.95
"Qatar","ihd","Male",0.7,0.95,0.95
"Qatar","istroke","Female",0.95,0.7,0.95
"Qatar","istroke","Male",0.95,0.7,0.95
"Romania","hhd","Female",0.75,0.85,1.02
"Romania","hhd","Male",0.8,0.85,1.02
"Romania","hstroke","Female",0.7,0.85,0.95
"Romania","hstroke","Male",0.75,0.9,0.95
"Romania","ihd","Female",0.7,0.75,0.97
"Romania","ihd","Male",0.75,0.8,0.97
"Romania","istroke","Female",0.7,0.7,0.95
"Romania","istroke","Male",0.75,0.75,0.95
"Russian Federation","hhd","Female",0.8,0.75,1.02
"Russian Federation","hhd","Male",0.8,0.85,1.02
"Russian Federation","hstroke","Female",0.7,0.8,1
"Russian Federation","hstroke","Male",0.7,0.85,0.99
"Russian Federation","ihd","Female",0.7,0.75,0.98
"Russian Federation","ihd","Male",0.7,0.8,0.97
"Russian Federation","istroke","Female",0.7,0.7,0.96
"Russian Federation","istroke","Male",0.7,0.75,0.95
"Rwanda","hhd","Female",0.85,0.85,1.02
"Rwanda","hhd","Male",0.85,0.85,1
"Rwanda","hstroke","Female",0.85,0.9,0.98
"Rwanda","hstroke","Male",0.85,0.95,0.98
"Rwanda","ihd","Female",0.9,0.85,0.99
"Rwanda","ihd","Male",0.9,0.85,0.99
"Rwanda","istroke","Female",0.95,0.9,0.98
"Rwanda","istroke","Male",0.9,0.85,0.98
"Saint Lucia","hhd","Female",0.9,0.95,1.02
"Saint Lucia","hhd","Male",0.9,0.9,1.02
"Saint Lucia","hstroke","Female",0.9,0.9,0.97
"Saint Lucia","hstroke","Male",0.9,0.85,0.98
"Saint Lucia","ihd","Female",0.95,0.9,0.99
"Saint Lucia","ihd","Male",0.95,0.8,1
"Saint Lucia","istroke","Female",0.9,0.7,0.97
"Saint Lucia","istroke","Male",0.9,0.7,0.99
"Saint Vincent and the Grenadines","hhd","Female",0.85,0.95,1.02
"Saint Vincent and the Grenadines","hhd","Male",0.9,0.9,1.02
"Saint Vincent and the Grenadines","hstroke","Female",0.85,0.9,0.96
"Saint Vincent and the Grenadines","hstroke","Male",0.9,0.9,0.96
"Saint Vincent and the Grenadines","ihd","Female",0.8,0.75,0.99
"Saint Vincent and the Grenadines","ihd","Male",0.9,0.8,0.99
"Saint Vincent and the Grenadines","istroke","Female",0.8,0.75,0.98
"Saint Vincent and the Grenadines","istroke","Male",0.9,0.7,0.97
"Samoa","hhd","Female",0.9,0.95,1
"Samoa","hhd","Male",0.9,0.95,1
"Samoa","hstroke","Female",0.8,0.9,0.95
"Samoa","hstroke","Male",0.8,0.9,0.96
"Samoa","ihd","Female",0.85,0.95,0.97
"Samoa","ihd","Male",0.8,0.95,0.97
"Samoa","istroke","Female",0.85,0.9,0.97
"Samoa","istroke","Male",0.85,0.95,0.96
"Sao Tome and Principe","hhd","Female",0.85,0.9,1
"Sao Tome and Principe","hhd","Male",1,1,1
"Sao Tome and Principe","hstroke","Female",0.8,0.85,0.97
"Sao Tome and Principe","hstroke","Male",0.9,0.85,0.97
"Sao Tome and Principe","ihd","Female",0.8,0.85,0.98
"Sao Tome and Principe","ihd","Male",0.9,0.9,0.98
"Sao Tome and Principe","istroke","Female",0.8,0.8,0.98
"Sao Tome and Principe","istroke","Male",0.9,0.75,0.99
"Saudi Arabia","hhd","Female",0.75,0.85,1.01
"Saudi Arabia","hhd","Male",0.8,0.85,1.02
"Saudi Arabia","hstroke","Female",0.75,0.75,0.97
"Saudi Arabia","hstroke","Male",0.8,0.7,0.97
"Saudi Arabia","ihd","Female",0.7,0.95,0.96
"Saudi Arabia","ihd","Male",0.7,0.95,0.98
"Saudi Arabia","istroke","Female",0.7,0.7,0.95
"Saudi Arabia","istroke","Male",0.8,0.75,0.96
"Senegal","hhd","Female",0.85,0.9,1
"Senegal","hhd","Male",0.9,0.95,1
"Senegal","hstroke","Female",0.8,0.9,0.97
"Senegal","hstroke","Male",0.8,0.9,0.99
"Senegal","ihd","Female",0.8,0.9,0.99
"Senegal","ihd","Male",0.8,0.8,1.01
"Senegal","istroke","Female",0.8,0.9,0.97
"Senegal","istroke","Male",0.8,0.8,0.99
"Serbia","hhd","Female",0.7,0.7,1.02
"Serbia","hhd","Male",0.75,0.75,1.02
"Serbia","hstroke","Female",0.7,0.85,1.02
"Serbia","hstroke","Male",0.7,0.8,1
"Serbia","ihd","Female",0.75,0.7,0.98
"Serbia","ihd","Male",0.8,0.75,0.98
"Serbia","istroke","Female",0.7,0.7,0.96
"Serbia","istroke","Male",0.75,0.7,0.95
"Seychelles","hhd","Female",0.8,0.85,1.01
"Seychelles","hhd","Male",0.85,0.85,1
"Seychelles","hstroke","Female",0.8,0.8,0.96
"Seychelles","hstroke","Male",0.9,0.85,0.96
"Seychelles","ihd","Female",0.8,0.8,0.98
"Seychelles","ihd","Male",0.85,0.85,0.98
"Seychelles","istroke","Female",0.85,0.8,0.97
"Seychelles","istroke","Male",0.9,0.75,0.96
"Sierra Leone","hhd","Female",0.9,0.9,1.02
"Sierra Leone","hhd","Male",0.95,0.8,1.02
"Sierra Leone","hstroke","Female",0.8,0.9,0.99
"Sierra Leone","hstroke","Male",0.85,0.85,1
"Sierra Leone","ihd","Female",0.9,0.9,1
"Sierra Leone","ihd","Male",0.95,0.85,1
"Sierra Leone","istroke","Female",0.85,0.8,1
"Sierra Leone","istroke","Male",0.95,0.75,1
"Singapore","hhd","Female",0.9,0.95,1.01
"Singapore","hhd","Male",1,1,1
"Singapore","hstroke","Female",0.95,0.85,0.97
"Singapore","hstroke","Male",0.95,0.7,0.97
"Singapore","ihd","Female",0.85,0.8,0.98
"Singapore","ihd","Male",0.95,0.75,0.97
"Singapore","istroke","Female",0.95,0.75,0.98
"Singapore","istroke","Male",0.95,0.7,0.97
"Slovakia","hhd","Female",0.9,0.9,1.01
"Slovakia","hhd","Male",0.9,0.9,0.99
"Slovakia","hstroke","Female",0.75,0.8,0.97
"Slovakia","hstroke","Male",0.75,0.85,0.95
"Slovakia","ihd","Female",0.7,0.75,0.97
"Slovakia","ihd","Male",0.75,0.8,0.97
"Slovakia","istroke","Female",0.8,0.8,0.97
"Slovakia","istroke","Male",0.75,0.75,0.96
"Slovenia","hhd","Female",0.85,0.8,1.02
"Slovenia","hhd","Male",0.85,0.85,1.01
"Slovenia","hstroke","Female",0.75,0.85,0.96
"Slovenia","hstroke","Male",0.7,0.8,0.97
"Slovenia","ihd","Female",0.9,0.75,0.97
"Slovenia","ihd","Male",0.8,0.75,0.98
"Slovenia","istroke","Female",0.8,0.75,0.96
"Slovenia","istroke","Male",0.75,0.7,0.95
"Solomon Islands","hhd","Female",0.85,0.95,1.01
"Solomon Islands","hhd","Male",0.9,0.9,1.02
"Solomon Islands","hstroke","Female",0.85,0.9,0.98
"Solomon Islands","hstroke","Male",0.85,0.9,1
"Solomon Islands","ihd","Female",0.85,0.95,0.97
"Solomon Islands","ihd","Male",0.85,0.95,0.99
"Solomon Islands","istroke","Female",0.85,0.8,0.99
"Solomon Islands","istroke","Male",0.9,0.8,0.99
"Somalia","hhd","Female",0.9,0.9,1
"Somalia","hhd","Male",0.7,0.85,1.02
"Somalia","hstroke","Female",0.95,0.9,0.99
"Somalia","hstroke","Male",0.75,0.85,1.02
"Somalia","ihd","Female",1,1,0.98
"Somalia","ihd","Male",0.75,0.9,1.01
"Somalia","istroke","Female",0.95,0.7,0.98
"Somalia","istroke","Male",0.75,0.7,1.01
"South Africa","hhd","Female",0.8,0.85,1.02
"South Africa","hhd","Male",0.8,0.8,1.02
"South Africa","hstroke","Female",0.7,0.8,1.01
"South Africa","hstroke","Male",0.75,0.85,1
"South Africa","ihd","Female",0.85,0.8,0.98
"South Africa","ihd","Male",0.9,0.8,0.97
"South Africa","istroke","Female",0.8,0.75,0.98
"South Africa","istroke","Male",0.85,0.8,0.97
"South Korea","hhd","Female",0.7,0.7,1.02
"South Korea","hhd","Male",0.8,0.75,1.01
"South Korea","hstroke","Female",0.8,0.7,0.97
"South Korea","hstroke","Male",0.85,0.7,0.95
"South Korea","ihd","Female",0.75,0.7,0.97
"South Korea","ihd","Male",0.95,0.75,0.96
"South Korea","istroke","Female",0.75,0.7,0.99
"South Korea","istroke","Male",0.7,0.7,0.98
"Spain","hhd","Female",0.85,0.9,1.02
"Spain","hhd","Male",0.8,0.8,1.01
"Spain","hstroke","Female",0.75,0.8,0.96
"Spain","hstroke","Male",0.7,0.8,0.96
"Spain","ihd","Female",0.8,0.7,0.99
"Spain","ihd","Male",0.8,0.75,0.98
"Spain","istroke","Female",0.8,0.8,0.98
"Spain","istroke","Male",0.7,0.7,0.98
"Sri Lanka","hhd","Female",0.85,0.9,1
"Sri Lanka","hhd","Male",0.85,0.9,0.99
"Sri Lanka","hstroke","Female",0.7,0.7,0.97
"Sri Lanka","hstroke","Male",0.75,0.8,0.96
"Sri Lanka","ihd","Female",0.75,0.8,0.97
"Sri Lanka","ihd","Male",0.75,0.8,0.97
"Sri Lanka","istroke","Female",0.75,0.7,0.97
"Sri Lanka","istroke","Male",0.75,0.75,0.95
"Sudan","hhd","Female",0.8,0.85,0.98
"Sudan","hhd","Male",0.9,0.9,1
"Sudan","hstroke","Female",0.7,0.9,0.96
"Sudan","hstroke","Male",0.75,0.85,0.98
"Sudan","ihd","Female",0.7,0.9,0.98
"Sudan","ihd","Male",0.75,0.85,1
"Sudan","istroke","Female",0.7,0.8,0.98
"Sudan","istroke","Male",0.8,0.8,0.99
"Suriname","hhd","Female",0.9,0.95,1.02
"Suriname","hhd","Male",0.9,0.95,1.02
"Suriname","hstroke","Female",0.8,0.8,1
"Suriname","hstroke","Male",0.8,0.9,1
"Suriname","ihd","Female",0.9,0.9,0.99
"Suriname","ihd","Male",0.85,0.95,1
"Suriname","istroke","Female",0.9,0.85,0.97
"Suriname","istroke","Male",0.85,0.85,0.99
"Swaziland","hhd","Female",0.75,0.85,1.02
"Swaziland","hhd","Male",0.8,0.85,1.02
"Swaziland","hstroke","Female",0.7,0.85,1.01
"Swaziland","hstroke","Male",0.8,0.85,1.01
"Swaziland","ihd","Female",0.85,0.85,0.98
"Swaziland","ihd","Male",0.9,0.9,0.98
"Swaziland","istroke","Female",0.75,0.75,0.99
"Swaziland","istroke","Male",0.85,0.8,0.98
"Sweden","hhd","Female",1,1,1
"Sweden","hhd","Male",0.95,0.95,0.98
"Sweden","hstroke","Female",0.85,0.8,0.97
"Sweden","hstroke","Male",0.8,0.8,0.96
"Sweden","ihd","Female",0.85,0.85,0.97
"Sweden","ihd","Male",0.8,0.75,0.98
"Sweden","istroke","Female",0.9,0.8,0.96
"Sweden","istroke","Male",0.85,0.75,0.96
"Switzerland","hhd","Female",0.9,0.85,1.02
"Switzerland","hhd","Male",0.85,0.8,1
"Switzerland","hstroke","Female",0.8,0.8,0.98
"Switzerland","hstroke","Male",0.75,0.8,0.98
"Switzerland","ihd","Female",0.85,0.75,0.98
"Switzerland","ihd","Male",0.8,0.7,0.97
"Switzerland","istroke","Female",0.9,0.85,0.97
"Switzerland","istroke","Male",0.8,0.75,0.96
"Syria","hhd","Female",0.7,0.8,1.02
"Syria","hhd","Male",0.75,0.9,1.02
"Syria","hstroke","Female",0.7,0.95,0.98
"Syria","hstroke","Male",0.7,0.95,1
"Syria","ihd","Female",0.7,0.95,0.97
"Syria","ihd","Male",0.7,0.95,0.99
"Syria","istroke","Female",0.7,0.95,0.97
"Syria","istroke","Male",0.7,0.95,0.99
"Tajikistan","hhd","Female",0.7,0.85,1.02
"Tajikistan","hhd","Male",0.75,0.8,1.02
"Tajikistan","hstroke","Female",0.75,0.95,0.95
"Tajikistan","hstroke","Male",0.8,0.95,0.95
"Tajikistan","ihd","Female",0.7,0.85,0.99
"Tajikistan","ihd","Male",0.7,0.75,0.99
"Tajikistan","istroke","Female",0.85,0.75,0.95
"Tajikistan","istroke","Male",0.85,0.7,0.95
"Tanzania","hhd","Female",0.85,0.9,1
"Tanzania","hhd","Male",0.85,0.85,1
"Tanzania","hstroke","Female",0.85,0.9,0.95
"Tanzania","hstroke","Male",0.8,0.8,0.98
"Tanzania","ihd","Female",0.85,0.85,0.98
"Tanzania","ihd","Male",0.85,0.85,0.99
"Tanzania","istroke","Female",0.85,0.85,0.97
"Tanzania","istroke","Male",0.85,0.8,0.98
"Thailand","hhd","Female",0.95,0.9,1.01
"Thailand","hhd","Male",0.95,0.95,1
"Thailand","hstroke","Female",0.75,0.75,0.98
"Thailand","hstroke","Male",0.85,0.85,0.97
"Thailand","ihd","Female",0.85,0.8,0.98
"Thailand","ihd","Male",0.9,0.95,0.97
"Thailand","istroke","Female",0.85,0.75,0.99
"Thailand","istroke","Male",0.9,0.85,0.97
"The Bahamas","hhd","Female",0.8,0.9,1
"The Bahamas","hhd","Male",0.8,0.9,1.01
"The Bahamas","hstroke","Female",0.85,0.9,0.95
"The Bahamas","hstroke","Male",0.8,0.85,0.97
"The Bahamas","ihd","Female",0.8,0.85,0.98
"The Bahamas","ihd","Male",0.8,0.9,0.99
"The Bahamas","istroke","Female",0.8,0.8,0.96
"The Bahamas","istroke","Male",0.8,0.8,0.97
"The Gambia","hhd","Female",0.9,0.9,1.02
"The Gambia","hhd","Male",0.9,0.9,1.02
"The Gambia","hstroke","Female",0.85,0.95,1.01
"The Gambia","hstroke","Male",0.85,0.9,1.01
"The Gambia","ihd","Female",0.9,0.95,1.02
"The Gambia","ihd","Male",0.9,0.95,1.01
"The Gambia","istroke","Female",0.85,0.8,1.02
"The Gambia","istroke","Male",0.85,0.8,1.02
"Timor-Leste","hhd","Female",0.8,0.9,0.99
"Timor-Leste","hhd","Male",0.9,0.95,1.01
"Timor-Leste","hstroke","Female",0.8,0.85,0.97
"Timor-Leste","hstroke","Male",0.9,0.95,0.98
"Timor-Leste","ihd","Female",0.8,0.9,0.97
"Timor-Leste","ihd","Male",0.85,0.95,1
"Timor-Leste","istroke","Female",0.8,0.8,0.97
"Timor-Leste","istroke","Male",0.85,0.85,0.98
"Togo","hhd","Female",0.9,0.95,1
"Togo","hhd","Male",0.9,0.95,0.99
"Togo","hstroke","Female",0.85,0.85,0.96
"Togo","hstroke","Male",0.8,0.85,0.98
"Togo","ihd","Female",0.9,0.95,0.98
"Togo","ihd","Male",0.85,0.9,0.98
"Togo","istroke","Female",0.9,0.8,0.97
"Togo","istroke","Male",0.85,0.8,0.98
"Tonga","hhd","Female",0.8,0.95,1
"Tonga","hhd","Male",0.8,0.85,1.01
"Tonga","hstroke","Female",0.7,0.95,0.95
"Tonga","hstroke","Male",0.7,0.9,0.97
"Tonga","ihd","Female",0.75,0.95,0.96
"Tonga","ihd","Male",0.7,0.9,0.98
"Tonga","istroke","Female",0.7,0.95,0.96
"Tonga","istroke","Male",0.7,0.85,0.98
"Trinidad and Tobago","hhd","Female",0.9,0.95,1.02
"Trinidad and Tobago","hhd","Male",0.9,0.95,1.02
"Trinidad and Tobago","hstroke","Female",0.8,0.85,0.99
"Trinidad and Tobago","hstroke","Male",0.8,0.85,0.99
"Trinidad and Tobago","ihd","Female",0.85,0.9,0.99
"Trinidad and Tobago","ihd","Male",0.85,0.95,0.98
"Trinidad and Tobago","istroke","Female",0.85,0.8,0.97
"Trinidad and Tobago","istroke","Male",0.85,0.85,0.97
"Tunisia","hhd","Female",0.85,0.85,1
"Tunisia","hhd","Male",0.9,0.85,1
"Tunisia","hstroke","Female",0.8,0.8,0.97
"Tunisia","hstroke","Male",0.8,0.85,0.97
"Tunisia","ihd","Female",0.75,0.8,0.98
"Tunisia","ihd","Male",0.8,0.85,0.98
"Tunisia","istroke","Female",0.8,0.75,0.97
"Tunisia","istroke","Male",0.8,0.7,0.98
"Turkey","hhd","Female",0.8,0.8,1.02
"Turkey","hhd","Male",0.85,0.9,1.02
"Turkey","hstroke","Female",0.8,0.75,0.95
"Turkey","hstroke","Male",0.85,0.8,0.95
"Turkey","ihd","Female",0.75,0.85,0.99
"Turkey","ihd","Male",0.8,0.9,0.98
"Turkey","istroke","Female",0.8,0.75,0.96
"Turkey","istroke","Male",0.85,0.8,0.95
"Turkmenistan","hhd","Female",0.8,0.9,1.02
"Turkmenistan","hhd","Male",0.8,0.85,1.02
"Turkmenistan","hstroke","Female",0.75,0.85,0.98
"Turkmenistan","hstroke","Male",0.8,0.9,0.97
"Turkmenistan","ihd","Female",0.7,0.85,1
"Turkmenistan","ihd","Male",0.7,0.85,0.99
"Turkmenistan","istroke","Female",0.75,0.8,0.99
"Turkmenistan","istroke","Male",0.8,0.85,0.97
"Uganda","hhd","Female",0.9,0.95,0.98
"Uganda","hhd","Male",0.85,0.9,1
"Uganda","hstroke","Female",0.85,0.95,0.96
"Uganda","hstroke","Male",0.8,0.95,0.99
"Uganda","ihd","Female",0.9,0.9,0.98
"Uganda","ihd","Male",0.85,0.85,0.99
"Uganda","istroke","Female",0.85,0.95,0.98
"Uganda","istroke","Male",0.8,0.9,1
"Ukraine","hhd","Female",0.8,0.85,1.02
"Ukraine","hhd","Male",0.9,0.95,1.02
"Ukraine","hstroke","Female",0.75,0.8,1.02
"Ukraine","hstroke","Male",0.85,0.9,1.02
"Ukraine","ihd","Female",0.7,0.85,0.98
"Ukraine","ihd","Male",0.7,0.85,0.99
"Ukraine","istroke","Female",0.75,0.7,1.01
"Ukraine","istroke","Male",0.75,0.7,1.02
"United Arab Emirates","hhd","Female",0.75,0.7,0.95
"United Arab Emirates","hhd","Male",0.75,0.95,0.96
"United Arab Emirates","hstroke","Female",0.8,0.8,0.95
"United Arab Emirates","hstroke","Male",0.75,0.9,0.95
"United Arab Emirates","ihd","Female",0.75,0.7,0.95
"United Arab Emirates","ihd","Male",0.7,0.9,0.95
"United Arab Emirates","istroke","Female",0.8,0.75,0.95
"United Arab Emirates","istroke","Male",0.7,0.85,0.95
"United Kingdom","hhd","Female",0.9,0.9,1.02
"United Kingdom","hhd","Male",0.9,0.95,1
"United Kingdom","hstroke","Female",0.85,0.85,0.95
"United Kingdom","hstroke","Male",0.8,0.85,0.95
"United Kingdom","ihd","Female",0.85,0.8,0.97
"United Kingdom","ihd","Male",0.8,0.75,0.98
"United Kingdom","istroke","Female",0.8,0.75,0.96
"United Kingdom","istroke","Male",0.75,0.75,0.96
"United States","hhd","Female",0.95,0.95,1.02
"United States","hhd","Male",0.9,0.95,1.02
"United States","hstroke","Female",0.8,0.95,0.97
"United States","hstroke","Male",0.85,0.85,0.97
"United States","ihd","Female",0.9,0.9,0.98
"United States","ihd","Male",0.85,0.9,0.98
"United States","istroke","Female",0.95,0.85,0.97
"United States","istroke","Male",0.8,0.85,0.98
"Uruguay","hhd","Female",0.9,0.85,1.01
"Uruguay","hhd","Male",0.9,0.9,1.01
"Uruguay","hstroke","Female",0.75,0.8,0.98
"Uruguay","hstroke","Male",0.7,0.8,0.99
"Uruguay","ihd","Female",0.85,0.85,0.98
"Uruguay","ihd","Male",0.85,0.85,0.99
"Uruguay","istroke","Female",0.8,0.75,0.97
"Uruguay","istroke","Male",0.8,0.75,0.97
"Uzbekistan","hhd","Female",0.7,0.8,1.01
"Uzbekistan","hhd","Male",0.75,0.85,1.01
"Uzbekistan","hstroke","Female",0.7,0.8,0.96
"Uzbekistan","hstroke","Male",0.7,0.75,0.98
"Uzbekistan","ihd","Female",0.7,0.9,0.95
"Uzbekistan","ihd","Male",0.7,0.9,0.95
"Uzbekistan","istroke","Female",0.75,0.7,0.97
"Uzbekistan","istroke","Male",0.7,0.7,0.98
"Vanuatu","hhd","Female",0.9,0.95,0.99
"Vanuatu","hhd","Male",0.95,0.8,1.02
"Vanuatu","hstroke","Female",0.8,0.9,0.97
"Vanuatu","hstroke","Male",0.9,0.9,0.99
"Vanuatu","ihd","Female",0.85,0.95,0.97
"Vanuatu","ihd","Male",0.95,0.95,0.98
"Vanuatu","istroke","Female",0.9,0.9,0.97
"Vanuatu","istroke","Male",0.95,0.7,1
"Venezuela","hhd","Female",0.9,0.9,1.02
"Venezuela","hhd","Male",0.9,0.85,1.02
"Venezuela","hstroke","Female",0.9,0.9,0.99
"Venezuela","hstroke","Male",0.85,0.9,1
"Venezuela","ihd","Female",0.9,0.95,0.99
"Venezuela","ihd","Male",0.85,0.9,1
"Venezuela","istroke","Female",0.9,0.95,0.98
"Venezuela","istroke","Male",0.85,0.8,0.99
"Vietnam","hhd","Female",0.85,0.8,1
"Vietnam","hhd","Male",0.9,0.9,1
"Vietnam","hstroke","Female",0.75,0.85,0.95
"Vietnam","hstroke","Male",0.8,0.85,0.96
"Vietnam","ihd","Female",0.8,0.8,0.98
"Vietnam","ihd","Male",0.85,0.9,0.98
"Vietnam","istroke","Female",0.8,0.7,0.95
"Vietnam","istroke","Male",0.85,0.75,0.96
"Yemen","hhd","Female",0.85,0.9,1.01
"Yemen","hhd","Male",0.85,0.85,1.02
"Yemen","hstroke","Female",0.8,0.9,0.99
"Yemen","hstroke","Male",0.8,0.85,1.01
"Yemen","ihd","Female",0.8,0.9,0.98
"Yemen","ihd","Male",0.8,0.9,1
"Yemen","istroke","Female",0.8,0.8,0.98
"Yemen","istroke","Male",0.8,0.75,1.01
"Zambia","hhd","Female",0.9,0.9,0.98
"Zambia","hhd","Male",0.95,0.9,0.99
"Zambia","hstroke","Female",0.9,0.95,0.95
"Zambia","hstroke","Male",0.95,0.95,0.96
"Zambia","ihd","Female",0.9,0.8,0.97
"Zambia","ihd","Male",0.95,0.75,0.99
"Zambia","istroke","Female",0.95,0.85,0.96
"Zambia","istroke","Male",0.95,0.7,0.99
"Zimbabwe","hhd","Female",0.9,0.95,1.02
"Zimbabwe","hhd","Male",0.85,0.85,1.02
"Zimbabwe","hstroke","Female",0.85,0.9,0.99
"Zimbabwe","hstroke","Male",0.8,0.9,1.02
"Zimbabwe","ihd","Female",0.9,0.9,0.99
"Zimbabwe","ihd","Male",0.95,0.95,1
"Zimbabwe","istroke","Female",0.9,0.9,0.97
"Zimbabwe","istroke","Male",0.85,0.8,1.01
